lat_lon,flag_gfw,lat,lon,fishing_hours
1.0_150.0,TWN,1.0,150.0,23.7068
1.0_151.0,CHN,1.0,151.0,14.179
1.0_151.0,JPN,1.0,151.0,25.531233333333336
1.0_151.0,PHL,1.0,151.0,13.984
1.0_151.0,TWN,1.0,151.0,19.4221
1.0_152.0,CHN,1.0,152.0,29.27206666666666
1.0_152.0,FSM,1.0,152.0,93.76309999999998
1.0_152.0,JPN,1.0,152.0,61.60508750000004
1.0_152.0,TWN,1.0,152.0,1.3763
1.0_153.0,CHN,1.0,153.0,70.19462000000001
1.0_153.0,FSM,1.0,153.0,54.587379999999996
1.0_153.0,JPN,1.0,153.0,236.10088888888887
1.0_153.0,TWN,1.0,153.0,21.335966666666668
1.0_154.0,CHN,1.0,154.0,103.49035999999998
1.0_154.0,FSM,1.0,154.0,40.328199999999995
1.0_154.0,JPN,1.0,154.0,159.41603750000004
1.0_154.0,TWN,1.0,154.0,28.34226
1.0_155.0,CHN,1.0,155.0,26.688875
1.0_155.0,FSM,1.0,155.0,39.419000000000004
1.0_155.0,JPN,1.0,155.0,26.158899999999996
1.0_155.0,TWN,1.0,155.0,7.917800000000001
1.0_156.0,CHN,1.0,156.0,164.02304
1.0_156.0,FSM,1.0,156.0,179.54246666666663
1.0_156.0,JPN,1.0,156.0,56.58334
1.0_156.0,TWN,1.0,156.0,47.4795
1.0_157.0,CHN,1.0,157.0,164.8159714285715
1.0_157.0,FSM,1.0,157.0,181.61110000000005
1.0_157.0,JPN,1.0,157.0,124.97352000000001
1.0_157.0,MYS,1.0,157.0,17.2926
1.0_157.0,TWN,1.0,157.0,28.39971428571429
1.0_158.0,CHN,1.0,158.0,70.40304285714286
1.0_158.0,FSM,1.0,158.0,52.894625000000026
1.0_158.0,IND,1.0,158.0,6.0527
1.0_158.0,JPN,1.0,158.0,64.16913333333333
1.0_158.0,KOR,1.0,158.0,20.336025000000003
1.0_158.0,MYS,1.0,158.0,38.844500000000004
1.0_158.0,TWN,1.0,158.0,364.08605555555556
1.0_159.0,CHN,1.0,159.0,91.25371428571428
1.0_159.0,FSM,1.0,159.0,126.74463333333335
1.0_159.0,IND,1.0,159.0,43.860099999999996
1.0_159.0,JPN,1.0,159.0,115.36141428571428
1.0_159.0,KOR,1.0,159.0,44.19186250000001
1.0_159.0,MHL,1.0,159.0,5.2117
1.0_159.0,MYS,1.0,159.0,11.047099999999999
1.0_159.0,TWN,1.0,159.0,2693.4676777777804
1.0_159.0,VUT,1.0,159.0,8.786999999999999
1.0_160.0,CHN,1.0,160.0,87.76639999999996
1.0_160.0,FSM,1.0,160.0,62.0377
1.0_160.0,IND,1.0,160.0,31.791499999999996
1.0_160.0,JPN,1.0,160.0,67.23083333333334
1.0_160.0,KOR,1.0,160.0,136.1353375
1.0_160.0,MHL,1.0,160.0,14.4517
1.0_160.0,TWN,1.0,160.0,1986.0928888888875
1.0_160.0,VUT,1.0,160.0,3.9394
1.0_161.0,CHN,1.0,161.0,163.10026666666664
1.0_161.0,FJI,1.0,161.0,22.27520000000001
1.0_161.0,FSM,1.0,161.0,60.547550000000015
1.0_161.0,IND,1.0,161.0,91.00710000000001
1.0_161.0,JPN,1.0,161.0,76.17813333333332
1.0_161.0,KOR,1.0,161.0,207.63133750000003
1.0_161.0,TWN,1.0,161.0,1503.066277777777
1.0_161.0,VUT,1.0,161.0,8.3696
1.0_162.0,CHN,1.0,162.0,51.82026
1.0_162.0,FSM,1.0,162.0,40.619075
1.0_162.0,IND,1.0,162.0,290.4787000000001
1.0_162.0,JPN,1.0,162.0,99.8927142857143
1.0_162.0,KOR,1.0,162.0,239.03615555555564
1.0_162.0,TWN,1.0,162.0,881.2209555555557
1.0_162.0,VUT,1.0,162.0,37.1054
1.0_163.0,CHN,1.0,163.0,22.20324
1.0_163.0,FJI,1.0,163.0,82.33865
1.0_163.0,FSM,1.0,163.0,22.2728
1.0_163.0,JPN,1.0,163.0,95.43963333333335
1.0_163.0,KOR,1.0,163.0,297.946588888889
1.0_163.0,TWN,1.0,163.0,435.6093555555558
1.0_163.0,VUT,1.0,163.0,6.832399999999999
1.0_164.0,CHN,1.0,164.0,5.4994
1.0_164.0,FJI,1.0,164.0,7.9627
1.0_164.0,JPN,1.0,164.0,27.813300000000005
1.0_164.0,KOR,1.0,164.0,63.628724999999996
1.0_164.0,TWN,1.0,164.0,63.20792
1.0_164.0,VUT,1.0,164.0,9.86
1.0_165.0,JPN,1.0,165.0,10.033333333333333
1.0_165.0,USA,1.0,165.0,0.6327
1.0_166.0,JPN,1.0,166.0,46.281699999999994
1.0_167.0,JPN,1.0,167.0,37.583866666666665
1.0_168.0,CHN,1.0,168.0,6.1943
1.0_168.0,JPN,1.0,168.0,24.481366666666663
1.0_168.0,KOR,1.0,168.0,17.5246
1.0_169.0,CHN,1.0,169.0,40.1955
1.0_169.0,JPN,1.0,169.0,9.0886
1.0_169.0,KOR,1.0,169.0,181.76712000000003
1.0_170.0,CHN,1.0,170.0,72.01417142857143
1.0_170.0,FJI,1.0,170.0,38.4955
1.0_170.0,JPN,1.0,170.0,5.4136999999999995
1.0_170.0,KIR,1.0,170.0,19.0207
1.0_170.0,KOR,1.0,170.0,288.77291999999994
1.0_170.0,NRU,1.0,170.0,3.4244
1.0_171.0,CHN,1.0,171.0,421.0155142857142
1.0_171.0,FJI,1.0,171.0,47.46666666666667
1.0_171.0,KIR,1.0,171.0,61.63620000000001
1.0_171.0,KOR,1.0,171.0,273.3970166666668
1.0_172.0,CHN,1.0,172.0,869.1175571428572
1.0_172.0,FJI,1.0,172.0,84.24787500000001
1.0_172.0,KIR,1.0,172.0,1.7447
1.0_172.0,KOR,1.0,172.0,362.3346000000001
1.0_173.0,CHN,1.0,173.0,177.60754285714285
1.0_173.0,FJI,1.0,173.0,65.67552500000001
1.0_173.0,KIR,1.0,173.0,8.4664
1.0_173.0,KOR,1.0,173.0,51.54468333333333
1.0_173.0,NRU,1.0,173.0,15.9536
1.0_173.0,TWN,1.0,173.0,9.365
1.0_174.0,CHN,1.0,174.0,177.18358571428575
1.0_174.0,FJI,1.0,174.0,20.696099999999998
1.0_174.0,KIR,1.0,174.0,8.7527
1.0_174.0,KOR,1.0,174.0,272.21266666666656
1.0_175.0,CHN,1.0,175.0,263.53509999999994
1.0_175.0,FJI,1.0,175.0,90.46714999999998
1.0_175.0,KIR,1.0,175.0,27.73005
1.0_175.0,KOR,1.0,175.0,489.5347166666666
1.0_175.0,TWN,1.0,175.0,11.3735
1.0_176.0,CHN,1.0,176.0,103.70539999999998
1.0_176.0,FJI,1.0,176.0,21.061600000000002
1.0_176.0,KIR,1.0,176.0,32.3929
1.0_176.0,KOR,1.0,176.0,598.1748499999998
1.0_176.0,MDV,1.0,176.0,12.3894
1.0_176.0,TWN,1.0,176.0,37.41643333333334
1.0_177.0,CHN,1.0,177.0,16.583600000000004
1.0_177.0,COK,1.0,177.0,109.52900000000002
1.0_177.0,FJI,1.0,177.0,211.89749999999998
1.0_177.0,KIR,1.0,177.0,21.516599999999997
1.0_177.0,KOR,1.0,177.0,611.4323666666667
1.0_177.0,MDV,1.0,177.0,36.9649
1.0_177.0,TWN,1.0,177.0,103.16305
1.0_178.0,COK,1.0,178.0,52.07860000000001
1.0_178.0,FJI,1.0,178.0,72.6863
1.0_178.0,KIR,1.0,178.0,23.448750000000004
1.0_178.0,KOR,1.0,178.0,491.5402444444441
1.0_178.0,MDV,1.0,178.0,82.75169999999999
1.0_178.0,TWN,1.0,178.0,152.55755000000008
1.0_179.0,CHN,1.0,179.0,57.544320000000006
1.0_179.0,COK,1.0,179.0,65.45945
1.0_179.0,FJI,1.0,179.0,201.56315
1.0_179.0,JPN,1.0,179.0,3.2382
1.0_179.0,KIR,1.0,179.0,22.5877
1.0_179.0,KOR,1.0,179.0,679.2991444444444
1.0_179.0,MDV,1.0,179.0,134.34725
1.0_179.0,TWN,1.0,179.0,84.37531111111112
1.0_179.0,VUT,1.0,179.0,8.200800000000001
1.0_180.0,CHN,1.0,180.0,34.43408
1.0_180.0,FJI,1.0,180.0,97.64545
1.0_180.0,KIR,1.0,180.0,5.5865
1.0_180.0,KOR,1.0,180.0,242.15550000000025
1.0_180.0,MDV,1.0,180.0,52.3976
1.0_180.0,TWN,1.0,180.0,97.51064999999997
1.0_180.0,VUT,1.0,180.0,8.932900000000002
1.0_187.0,CHN,1.0,187.0,45.499539999999996
1.0_187.0,FJI,1.0,187.0,13.8642
1.0_187.0,KOR,1.0,187.0,155.5102111111111
1.0_187.0,TWN,1.0,187.0,30.096766666666657
1.0_188.0,CHN,1.0,188.0,163.15733333333333
1.0_188.0,COK,1.0,188.0,45.7248
1.0_188.0,FJI,1.0,188.0,9.290000000000001
1.0_188.0,KOR,1.0,188.0,273.56388888888887
1.0_188.0,MDV,1.0,188.0,55.7493
1.0_188.0,TWN,1.0,188.0,97.66867142857143
1.0_188.0,VUT,1.0,188.0,32.413
1.0_189.0,CHN,1.0,189.0,77.20761428571429
1.0_189.0,FJI,1.0,189.0,128.4673333333333
1.0_189.0,KOR,1.0,189.0,324.2271249999999
1.0_189.0,MDV,1.0,189.0,125.43849999999999
1.0_189.0,TWN,1.0,189.0,225.28001428571432
1.0_189.0,USA,1.0,189.0,8.1151
1.0_189.0,VUT,1.0,189.0,36.592775
1.0_190.0,ALB,1.0,190.0,5.1868
1.0_190.0,CHN,1.0,190.0,148.24811666666668
1.0_190.0,FJI,1.0,190.0,90.24323333333332
1.0_190.0,KOR,1.0,190.0,339.42355555555554
1.0_190.0,MDV,1.0,190.0,33.8716
1.0_190.0,TWN,1.0,190.0,357.13249999999994
1.0_190.0,USA,1.0,190.0,26.056900000000006
1.0_190.0,VUT,1.0,190.0,44.8307
1.0_191.0,ALB,1.0,191.0,54.635100000000016
1.0_191.0,CHN,1.0,191.0,234.78593333333325
1.0_191.0,FJI,1.0,191.0,22.51715
1.0_191.0,JPN,1.0,191.0,4.6457
1.0_191.0,KOR,1.0,191.0,262.35388888888883
1.0_191.0,TWN,1.0,191.0,222.09992500000004
1.0_191.0,USA,1.0,191.0,0.6517999999999999
1.0_191.0,VUT,1.0,191.0,21.495575000000002
1.0_192.0,ALB,1.0,192.0,71.1175
1.0_192.0,CHN,1.0,192.0,448.75523333333336
1.0_192.0,FJI,1.0,192.0,23.788999999999998
1.0_192.0,JPN,1.0,192.0,0.1177
1.0_192.0,KOR,1.0,192.0,295.2279222222223
1.0_192.0,MDV,1.0,192.0,13.39085
1.0_192.0,TWN,1.0,192.0,317.8099142857144
1.0_192.0,VUT,1.0,192.0,99.24896000000003
1.0_193.0,ALB,1.0,193.0,19.769099999999998
1.0_193.0,CHN,1.0,193.0,402.87635000000006
1.0_193.0,COK,1.0,193.0,39.509
1.0_193.0,KOR,1.0,193.0,208.05752499999983
1.0_193.0,TWN,1.0,193.0,313.0707571428572
1.0_193.0,VUT,1.0,193.0,66.52626000000001
1.0_194.0,CHN,1.0,194.0,266.4450833333333
1.0_194.0,COK,1.0,194.0,10.0514
1.0_194.0,KOR,1.0,194.0,281.624425
1.0_194.0,TWN,1.0,194.0,198.05835000000008
1.0_194.0,VUT,1.0,194.0,86.29363333333333
1.0_195.0,CHN,1.0,195.0,204.0059666666667
1.0_195.0,FJI,1.0,195.0,23.94665
1.0_195.0,KOR,1.0,195.0,201.6330888888889
1.0_195.0,TWN,1.0,195.0,229.56172222222222
1.0_195.0,VUT,1.0,195.0,60.565200000000004
1.0_196.0,CHN,1.0,196.0,166.29401666666666
1.0_196.0,FJI,1.0,196.0,1.8986
1.0_196.0,KOR,1.0,196.0,234.3872777777778
1.0_196.0,TWN,1.0,196.0,213.40365000000006
1.0_196.0,USA,1.0,196.0,15.5658
1.0_196.0,VUT,1.0,196.0,68.22901999999999
1.0_197.0,CHN,1.0,197.0,13.604566666666665
1.0_197.0,KOR,1.0,197.0,47.540175
1.0_197.0,TWN,1.0,197.0,14.94555
1.0_197.0,VUT,1.0,197.0,14.474499999999999
1.0_2.0,CHN,1.0,2.0,17.663899999999995
1.0_2.0,ESP,1.0,2.0,484.73465555555555
1.0_2.0,JPN,1.0,2.0,53.15872499999999
1.0_2.0,PRT,1.0,2.0,34.043975
1.0_2.0,SEN,1.0,2.0,48.4994
1.0_2.0,TWN,1.0,2.0,372.5109000000001
1.0_201.0,CHN,1.0,201.0,43.91793333333334
1.0_201.0,KOR,1.0,201.0,27.721960000000003
1.0_201.0,TWN,1.0,201.0,11.5963
1.0_201.0,VUT,1.0,201.0,5.791399999999999
1.0_202.0,CHN,1.0,202.0,181.524725
1.0_202.0,KOR,1.0,202.0,66.97516000000002
1.0_202.0,TWN,1.0,202.0,60.79715
1.0_202.0,VUT,1.0,202.0,28.0296
1.0_203.0,CHN,1.0,203.0,81.3999
1.0_203.0,KOR,1.0,203.0,79.47144
1.0_203.0,TWN,1.0,203.0,207.83715000000007
1.0_204.0,CHN,1.0,204.0,85.48715999999999
1.0_204.0,KOR,1.0,204.0,65.18816666666666
1.0_204.0,TWN,1.0,204.0,235.33824999999996
1.0_204.0,VUT,1.0,204.0,16.77595
1.0_205.0,CHN,1.0,205.0,67.88764
1.0_205.0,KOR,1.0,205.0,62.2182
1.0_205.0,TWN,1.0,205.0,23.4986
1.0_205.0,VUT,1.0,205.0,1.6793
1.0_206.0,CHN,1.0,206.0,47.61525999999999
1.0_206.0,KOR,1.0,206.0,51.547328571428565
1.0_206.0,TWN,1.0,206.0,54.10700000000002
1.0_206.0,VUT,1.0,206.0,12.2395
1.0_207.0,CHN,1.0,207.0,55.44268333333334
1.0_207.0,KOR,1.0,207.0,103.2049625
1.0_207.0,TWN,1.0,207.0,161.45289999999997
1.0_207.0,VUT,1.0,207.0,29.391499999999997
1.0_208.0,CHN,1.0,208.0,92.69896666666669
1.0_208.0,KOR,1.0,208.0,156.8873624999999
1.0_208.0,TWN,1.0,208.0,157.05749999999998
1.0_208.0,VUT,1.0,208.0,45.136659999999985
1.0_209.0,CHN,1.0,209.0,115.84422000000004
1.0_209.0,KOR,1.0,209.0,176.78024285714292
1.0_209.0,TWN,1.0,209.0,145.63572857142856
1.0_209.0,VUT,1.0,209.0,69.80087999999998
1.0_210.0,CHN,1.0,210.0,194.96454999999986
1.0_210.0,JPN,1.0,210.0,12.57
1.0_210.0,KOR,1.0,210.0,174.49064444444446
1.0_210.0,TWN,1.0,210.0,125.03044999999999
1.0_210.0,VUT,1.0,210.0,69.1677
1.0_211.0,CHN,1.0,211.0,128.26715000000004
1.0_211.0,KOR,1.0,211.0,220.61769999999999
1.0_211.0,TWN,1.0,211.0,156.88653333333332
1.0_211.0,VUT,1.0,211.0,104.4971
1.0_212.0,CHN,1.0,212.0,68.20342000000001
1.0_212.0,JPN,1.0,212.0,2.0105
1.0_212.0,KOR,1.0,212.0,220.544988888889
1.0_212.0,SLV,1.0,212.0,4.041
1.0_212.0,TWN,1.0,212.0,159.20618333333337
1.0_212.0,VUT,1.0,212.0,49.82404999999999
1.0_213.0,CHN,1.0,213.0,68.83909999999999
1.0_213.0,JPN,1.0,213.0,2.6444
1.0_213.0,KOR,1.0,213.0,201.31380000000007
1.0_213.0,TWN,1.0,213.0,79.43023333333333
1.0_213.0,VUT,1.0,213.0,24.926274999999997
1.0_214.0,CHN,1.0,214.0,133.41203333333337
1.0_214.0,JPN,1.0,214.0,3.9133500000000003
1.0_214.0,KOR,1.0,214.0,164.83018749999997
1.0_214.0,SLV,1.0,214.0,7.903899999999999
1.0_214.0,TWN,1.0,214.0,96.10298333333333
1.0_214.0,VUT,1.0,214.0,82.32839999999999
1.0_215.0,CHN,1.0,215.0,69.17923333333334
1.0_215.0,JPN,1.0,215.0,11.961749999999999
1.0_215.0,KOR,1.0,215.0,151.75582857142857
1.0_215.0,TWN,1.0,215.0,147.43735999999996
1.0_215.0,VUT,1.0,215.0,23.445024999999998
1.0_216.0,CHN,1.0,216.0,13.976650000000001
1.0_216.0,JPN,1.0,216.0,8.405800000000001
1.0_216.0,KOR,1.0,216.0,129.77511111111107
1.0_216.0,TWN,1.0,216.0,133.01596666666663
1.0_216.0,VUT,1.0,216.0,27.35789999999999
1.0_217.0,CHN,1.0,217.0,7.5755
1.0_217.0,JPN,1.0,217.0,28.9413
1.0_217.0,KOR,1.0,217.0,130.37161250000003
1.0_217.0,SLV,1.0,217.0,2.8177000000000003
1.0_217.0,TWN,1.0,217.0,166.09396666666666
1.0_217.0,VUT,1.0,217.0,9.395399999999999
1.0_218.0,CHN,1.0,218.0,16.2089
1.0_218.0,JPN,1.0,218.0,25.33495
1.0_218.0,KOR,1.0,218.0,93.47525
1.0_218.0,SLV,1.0,218.0,1.9396
1.0_218.0,TWN,1.0,218.0,98.09145
1.0_218.0,VUT,1.0,218.0,41.433099999999996
1.0_219.0,CHN,1.0,219.0,43.63410000000002
1.0_219.0,JPN,1.0,219.0,21.2553
1.0_219.0,KOR,1.0,219.0,100.85583333333334
1.0_219.0,TWN,1.0,219.0,59.69716666666667
1.0_219.0,VUT,1.0,219.0,51.7465
1.0_220.0,CHN,1.0,220.0,46.71762
1.0_220.0,JPN,1.0,220.0,16.0068
1.0_220.0,KOR,1.0,220.0,97.14436
1.0_220.0,TWN,1.0,220.0,93.529425
1.0_220.0,USA,1.0,220.0,1.1125
1.0_220.0,VUT,1.0,220.0,45.3989
1.0_221.0,CHN,1.0,221.0,55.0081
1.0_221.0,JPN,1.0,221.0,62.216499999999996
1.0_221.0,KOR,1.0,221.0,134.6972
1.0_221.0,TWN,1.0,221.0,143.93335999999994
1.0_221.0,VUT,1.0,221.0,36.3988
1.0_222.0,CHN,1.0,222.0,19.045875
1.0_222.0,JPN,1.0,222.0,34.34006666666665
1.0_222.0,KOR,1.0,222.0,75.62964285714285
1.0_222.0,TWN,1.0,222.0,164.44270000000006
1.0_222.0,VUT,1.0,222.0,63.09769999999999
1.0_223.0,CHN,1.0,223.0,32.63915
1.0_223.0,JPN,1.0,223.0,22.074975
1.0_223.0,KOR,1.0,223.0,44.34849999999999
1.0_223.0,TWN,1.0,223.0,266.50019999999995
1.0_223.0,VUT,1.0,223.0,54.89539999999999
1.0_224.0,CHN,1.0,224.0,39.25815
1.0_224.0,JPN,1.0,224.0,26.173074999999997
1.0_224.0,KOR,1.0,224.0,47.99192000000001
1.0_224.0,TWN,1.0,224.0,78.98934285714283
1.0_224.0,VUT,1.0,224.0,37.3924
1.0_225.0,CHN,1.0,225.0,29.139175
1.0_225.0,JPN,1.0,225.0,24.39756
1.0_225.0,KOR,1.0,225.0,95.14030000000001
1.0_225.0,TWN,1.0,225.0,137.43741666666665
1.0_226.0,CHN,1.0,226.0,27.188275
1.0_226.0,JPN,1.0,226.0,27.273850000000003
1.0_226.0,KOR,1.0,226.0,40.00572
1.0_226.0,SLV,1.0,226.0,7.9333
1.0_226.0,TWN,1.0,226.0,47.707220000000014
1.0_227.0,CHN,1.0,227.0,38.13018
1.0_227.0,JPN,1.0,227.0,13.246799999999999
1.0_227.0,KOR,1.0,227.0,50.39870000000001
1.0_227.0,SLV,1.0,227.0,3.8995
1.0_227.0,TWN,1.0,227.0,29.69223333333333
1.0_228.0,CHN,1.0,228.0,38.948825
1.0_228.0,JPN,1.0,228.0,17.2012
1.0_228.0,KOR,1.0,228.0,71.54442
1.0_228.0,SLV,1.0,228.0,0.7268000000000001
1.0_228.0,TWN,1.0,228.0,37.917875
1.0_229.0,CHN,1.0,229.0,51.36163999999999
1.0_229.0,JPN,1.0,229.0,9.0411
1.0_229.0,KOR,1.0,229.0,63.42895000000001
1.0_229.0,TWN,1.0,229.0,14.968599999999997
1.0_230.0,CHN,1.0,230.0,40.40502500000001
1.0_230.0,JPN,1.0,230.0,16.993075
1.0_230.0,KOR,1.0,230.0,86.08053333333334
1.0_230.0,PAN,1.0,230.0,12.903799999999999
1.0_230.0,SLV,1.0,230.0,0.9083
1.0_230.0,TWN,1.0,230.0,32.9766
1.0_231.0,CHN,1.0,231.0,72.69285000000004
1.0_231.0,JPN,1.0,231.0,10.846699999999998
1.0_231.0,KOR,1.0,231.0,82.77166666666668
1.0_231.0,TWN,1.0,231.0,68.8443
1.0_232.0,CHN,1.0,232.0,65.721475
1.0_232.0,JPN,1.0,232.0,14.475325
1.0_232.0,KOR,1.0,232.0,268.70689999999996
1.0_232.0,SLV,1.0,232.0,8.097999999999999
1.0_233.0,CHN,1.0,233.0,70.41832499999998
1.0_233.0,JPN,1.0,233.0,9.40655
1.0_233.0,KOR,1.0,233.0,280.72555
1.0_234.0,CHN,1.0,234.0,105.9536
1.0_234.0,FJI,1.0,234.0,10.5958
1.0_234.0,JPN,1.0,234.0,26.316049999999997
1.0_234.0,KOR,1.0,234.0,235.06434999999993
1.0_235.0,CHN,1.0,235.0,81.55320000000003
1.0_235.0,FJI,1.0,235.0,52.9409
1.0_235.0,JPN,1.0,235.0,28.449624999999997
1.0_235.0,KOR,1.0,235.0,173.71759999999995
1.0_236.0,CHN,1.0,236.0,128.70842499999998
1.0_236.0,FJI,1.0,236.0,75.472
1.0_236.0,JPN,1.0,236.0,0.1336
1.0_236.0,KOR,1.0,236.0,213.4140999999999
1.0_237.0,CHN,1.0,237.0,218.44155
1.0_237.0,JPN,1.0,237.0,10.3046
1.0_237.0,KOR,1.0,237.0,87.11893333333336
1.0_238.0,CHN,1.0,238.0,247.9624
1.0_238.0,JPN,1.0,238.0,2.51405
1.0_238.0,KOR,1.0,238.0,32.277750000000005
1.0_239.0,CHN,1.0,239.0,119.10227499999999
1.0_239.0,JPN,1.0,239.0,9.360433333333335
1.0_239.0,KOR,1.0,239.0,40.9456
1.0_239.0,SLV,1.0,239.0,33.982
1.0_240.0,CHN,1.0,240.0,84.06724000000001
1.0_240.0,JPN,1.0,240.0,26.609300000000005
1.0_240.0,KOR,1.0,240.0,10.2135
1.0_241.0,CHN,1.0,241.0,98.7648
1.0_241.0,JPN,1.0,241.0,6.2096
1.0_241.0,KOR,1.0,241.0,5.5446
1.0_242.0,CHN,1.0,242.0,88.10665
1.0_242.0,JPN,1.0,242.0,15.3331
1.0_243.0,CHN,1.0,243.0,149.44078
1.0_243.0,TWN,1.0,243.0,1.0049
1.0_244.0,CHN,1.0,244.0,187.60448
1.0_245.0,CHN,1.0,245.0,100.87054000000003
1.0_246.0,CHN,1.0,246.0,193.0895999999999
1.0_246.0,ESP,1.0,246.0,23.499299999999998
1.0_247.0,CHN,1.0,247.0,207.36124999999993
1.0_247.0,ESP,1.0,247.0,6.20615
1.0_248.0,CHN,1.0,248.0,318.3174000000001
1.0_248.0,COL,1.0,248.0,0.27490000000000003
1.0_248.0,ESP,1.0,248.0,26.070600000000002
1.0_248.0,FJI,1.0,248.0,15.6596
1.0_249.0,CHN,1.0,249.0,307.05082500000015
1.0_249.0,ESP,1.0,249.0,10.966
1.0_249.0,JPN,1.0,249.0,1.7570999999999999
1.0_250.0,CHN,1.0,250.0,315.87007500000027
1.0_250.0,ESP,1.0,250.0,19.1625
1.0_250.0,JPN,1.0,250.0,1.5002
1.0_250.0,TWN,1.0,250.0,1.3608
1.0_251.0,CHN,1.0,251.0,213.33064999999993
1.0_251.0,ECU,1.0,251.0,55.2265
1.0_251.0,ESP,1.0,251.0,29.61593333333333
1.0_251.0,PRT,1.0,251.0,4.517799999999999
1.0_252.0,CHN,1.0,252.0,245.20825000000008
1.0_252.0,ECU,1.0,252.0,19.000200000000003
1.0_252.0,ESP,1.0,252.0,30.537574999999997
1.0_252.0,PRT,1.0,252.0,3.4953000000000003
1.0_252.0,TWN,1.0,252.0,48.26839999999999
1.0_253.0,CHN,1.0,253.0,308.70159999999987
1.0_253.0,ECU,1.0,253.0,8.8978
1.0_253.0,ESP,1.0,253.0,35.131074999999996
1.0_253.0,TWN,1.0,253.0,54.616699999999994
1.0_254.0,CHN,1.0,254.0,196.60554999999994
1.0_254.0,ECU,1.0,254.0,0.3227
1.0_254.0,ESP,1.0,254.0,41.830949999999994
1.0_254.0,TWN,1.0,254.0,45.38969999999999
1.0_255.0,CHN,1.0,255.0,138.9366
1.0_255.0,ECU,1.0,255.0,46.1214
1.0_255.0,ESP,1.0,255.0,37.17606666666668
1.0_255.0,JPN,1.0,255.0,21.5917
1.0_255.0,TWN,1.0,255.0,1.2022
1.0_256.0,CHN,1.0,256.0,162.41339999999994
1.0_256.0,ECU,1.0,256.0,21.7783
1.0_256.0,ESP,1.0,256.0,43.090025
1.0_256.0,JPN,1.0,256.0,54.3429
1.0_256.0,TWN,1.0,256.0,28.685399999999998
1.0_257.0,CHN,1.0,257.0,103.18996666666668
1.0_257.0,ECU,1.0,257.0,1.7005
1.0_257.0,ESP,1.0,257.0,65.306025
1.0_257.0,JPN,1.0,257.0,30.774099999999997
1.0_257.0,TWN,1.0,257.0,4.563
1.0_258.0,CHN,1.0,258.0,57.57953333333333
1.0_258.0,ECU,1.0,258.0,190.34029999999998
1.0_258.0,ESP,1.0,258.0,50.2448
1.0_259.0,CHN,1.0,259.0,48.71005
1.0_259.0,ECU,1.0,259.0,3.5502
1.0_259.0,ESP,1.0,259.0,11.541500000000003
1.0_259.0,PRT,1.0,259.0,18.6179
1.0_260.0,CHN,1.0,260.0,42.39790000000001
1.0_260.0,ECU,1.0,260.0,5.4619
1.0_260.0,ESP,1.0,260.0,14.7938
1.0_260.0,PRT,1.0,260.0,2.6246
1.0_261.0,CHN,1.0,261.0,30.52385
1.0_261.0,ECU,1.0,261.0,11.0853
1.0_261.0,ESP,1.0,261.0,51.623400000000004
1.0_261.0,PRT,1.0,261.0,3.905
1.0_262.0,ESP,1.0,262.0,10.725033333333334
1.0_262.0,TWN,1.0,262.0,1.4419
1.0_263.0,ECU,1.0,263.0,52.288799999999995
1.0_263.0,ESP,1.0,263.0,15.7261
1.0_263.0,TWN,1.0,263.0,9.808
1.0_264.0,ECU,1.0,264.0,125.2323
1.0_264.0,TWN,1.0,264.0,4.22895
1.0_265.0,ECU,1.0,265.0,119.24499999999998
1.0_266.0,ECU,1.0,266.0,28.9593
1.0_267.0,ECU,1.0,267.0,169.16060000000002
1.0_268.0,ECU,1.0,268.0,39.33144999999999
1.0_269.0,ECU,1.0,269.0,74.065675
1.0_270.0,ECU,1.0,270.0,4.8706
1.0_271.0,ECU,1.0,271.0,21.5574
1.0_272.0,ECU,1.0,272.0,17.033399999999997
1.0_274.0,VEN,1.0,274.0,31.033200000000008
1.0_275.0,ECU,1.0,275.0,1.3632
1.0_275.0,ESP,1.0,275.0,0.9832000000000001
1.0_275.0,FJI,1.0,275.0,6.640599999999999
1.0_275.0,JPN,1.0,275.0,9.1359
1.0_275.0,PER,1.0,275.0,82.982
1.0_275.0,VEN,1.0,275.0,3.6365000000000003
1.0_275.0,VUT,1.0,275.0,7.220000000000001
1.0_276.0,ECU,1.0,276.0,7.236800000000001
1.0_276.0,JPN,1.0,276.0,13.180399999999997
1.0_276.0,PER,1.0,276.0,36.4127
1.0_276.0,VUT,1.0,276.0,63.0287
1.0_277.0,ECU,1.0,277.0,12.6259
1.0_278.0,ECU,1.0,278.0,48.1798
1.0_279.0,ECU,1.0,279.0,30.2481
1.0_280.0,ECU,1.0,280.0,36.040299999999995
1.0_3.0,ESP,1.0,3.0,147.28407777777775
1.0_3.0,JPN,1.0,3.0,115.50014999999999
1.0_3.0,PRT,1.0,3.0,119.45706666666666
1.0_3.0,SEN,1.0,3.0,67.77095000000001
1.0_3.0,TWN,1.0,3.0,121.3887
1.0_312.0,BRA,1.0,312.0,415.93863333333337
1.0_315.0,BRA,1.0,315.0,6.7674
1.0_316.0,BRA,1.0,316.0,1.2171
1.0_317.0,BRA,1.0,317.0,18.654049999999998
1.0_318.0,BRA,1.0,318.0,8.59315
1.0_319.0,BRA,1.0,319.0,5.705866666666666
